Query,Sentiment
Why is this so complicated?,Negative
Why is this so complicated?,Negative
Nothing is working!,Negative
"This is frustrating, not useful.",Negative
This is not helpful at all.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
"This is frustrating, not useful.",Negative
"This is frustrating, not useful.",Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
I'm not happy with this.,Negative
Your service is terrible!,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
I'm not happy with this.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
Your service is terrible!,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
Worst experience ever.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
I'm not happy with this.,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
This is not helpful at all.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
Worst experience ever.,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
I'm disappointed with the service.,Negative
I'm not happy with this.,Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
"This is frustrating, not useful.",Negative
I'm disappointed with the service.,Negative
This is not helpful at all.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
This is not helpful at all.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
"This is frustrating, not useful.",Negative
Worst experience ever.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Why is this so complicated?,Negative
Nothing is working!,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
Nothing is working!,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
Nothing is working!,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Nothing is working!,Negative
This is a waste of time.,Negative
Nothing is working!,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
Your service is terrible!,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
I'm not happy with this.,Negative
Nothing is working!,Negative
Worst experience ever.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
This is not helpful at all.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
Your service is terrible!,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
I'm not happy with this.,Negative
"This is frustrating, not useful.",Negative
Your service is terrible!,Negative
I've had enough of this.,Negative
Worst experience ever.,Negative
I'm not happy with this.,Negative
"This is frustrating, not useful.",Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
I'm not happy with this.,Negative
This is a waste of time.,Negative
This is not helpful at all.,Negative
"This is frustrating, not useful.",Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
Worst experience ever.,Negative
Nothing is working!,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
This is not helpful at all.,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
Worst experience ever.,Negative
I'm disappointed with the service.,Negative
Why is this so complicated?,Negative
Your service is terrible!,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
Your service is terrible!,Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
This is not helpful at all.,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
Why is this so complicated?,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
I'm not happy with this.,Negative
I'm not happy with this.,Negative
Worst experience ever.,Negative
Nothing is working!,Negative
Why is this so complicated?,Negative
Worst experience ever.,Negative
I'm not happy with this.,Negative
Your service is terrible!,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
Nothing is working!,Negative
Nothing is working!,Negative
I'm not happy with this.,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
"This is frustrating, not useful.",Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
"This is frustrating, not useful.",Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
Your service is terrible!,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
Your service is terrible!,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
Worst experience ever.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
Nothing is working!,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
Your service is terrible!,Negative
I'm not happy with this.,Negative
I'm not happy with this.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
Your service is terrible!,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
"This is frustrating, not useful.",Negative
Worst experience ever.,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
Your service is terrible!,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
"This is frustrating, not useful.",Negative
This is not helpful at all.,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
Nothing is working!,Negative
Nothing is working!,Negative
Your service is terrible!,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
This is a waste of time.,Negative
I'm disappointed with the service.,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
Nothing is working!,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
This is not helpful at all.,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
I've had enough of this.,Negative
This is not helpful at all.,Negative
Worst experience ever.,Negative
"This is frustrating, not useful.",Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
Nothing is working!,Negative
"This is frustrating, not useful.",Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
Your service is terrible!,Negative
Your service is terrible!,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
Nothing is working!,Negative
I'm not happy with this.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
I'm disappointed with the service.,Negative
I'm not happy with this.,Negative
Nothing is working!,Negative
This is not helpful at all.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
Why is this so complicated?,Negative
"This is frustrating, not useful.",Negative
Your service is terrible!,Negative
"This is frustrating, not useful.",Negative
I'm not happy with this.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
Your service is terrible!,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
Nothing is working!,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
This is not helpful at all.,Negative
Why is this so complicated?,Negative
Nothing is working!,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
I've had enough of this.,Negative
Nothing is working!,Negative
This is a waste of time.,Negative
Nothing is working!,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
I'm not happy with this.,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
Nothing is working!,Negative
Why is this so complicated?,Negative
I'm not happy with this.,Negative
I'm not happy with this.,Negative
Nothing is working!,Negative
Your service is terrible!,Negative
I'm not happy with this.,Negative
Nothing is working!,Negative
Nothing is working!,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
This is a waste of time.,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
Nothing is working!,Negative
I'm disappointed with the service.,Negative
I'm not happy with this.,Negative
"This is frustrating, not useful.",Negative
I've had enough of this.,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
I'm not happy with this.,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
I've had enough of this.,Negative
Nothing is working!,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
This is not helpful at all.,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
This is a waste of time.,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
This is not helpful at all.,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
Nothing is working!,Negative
"This is frustrating, not useful.",Negative
This is not helpful at all.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
"This is frustrating, not useful.",Negative
"This is frustrating, not useful.",Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
I'm not happy with this.,Negative
Your service is terrible!,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
I'm not happy with this.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
Your service is terrible!,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
Worst experience ever.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
I'm not happy with this.,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
This is not helpful at all.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
Worst experience ever.,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
Your service is terrible!,Negative
I'm disappointed with the service.,Negative
I'm not happy with this.,Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
"This is frustrating, not useful.",Negative
I'm disappointed with the service.,Negative
This is not helpful at all.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
Worst experience ever.,Negative
This is a waste of time.,Negative
This is not helpful at all.,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
Worst experience ever.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
This is a waste of time.,Negative
Worst experience ever.,Negative
This is not helpful at all.,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
"This is frustrating, not useful.",Negative
Worst experience ever.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Why is this so complicated?,Negative
Nothing is working!,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
Nothing is working!,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
Nothing is working!,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
Nothing is working!,Negative
This is a waste of time.,Negative
Nothing is working!,Negative
I'm disappointed with the service.,Negative
Your service is terrible!,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
Why is this so complicated?,Negative
Your service is terrible!,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
I'm not happy with this.,Negative
Nothing is working!,Negative
Worst experience ever.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
This is not helpful at all.,Negative
I've had enough of this.,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
This is not helpful at all.,Negative
Worst experience ever.,Negative
I've had enough of this.,Negative
"This is frustrating, not useful.",Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
This is not helpful at all.,Negative
I'm not happy with this.,Negative
Your service is terrible!,Negative
I'm disappointed with the service.,Negative
I've had enough of this.,Negative
I'm disappointed with the service.,Negative
Why is this so complicated?,Negative
I'm disappointed with the service.,Negative
"This is frustrating, not useful.",Negative
Why is this so complicated?,Negative
This is a waste of time.,Negative
I'm not happy with this.,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
Why is this so complicated?,Negative
Why is this so complicated?,Negative
I've had enough of this.,Negative
Why is this so complicated?,Negative
I'm not happy with this.,Negative
"This is frustrating, not useful.",Negative
Your service is terrible!,Negative
I've had enough of this.,Negative
Worst experience ever.,Negative
I'm not happy with this.,Negative
"This is frustrating, not useful.",Negative
I'm disappointed with the service.,Negative
This is a waste of time.,Negative
Your service is terrible!,Negative
Nothing is working!,Negative
I'm not happy with this.,Negative
This is a waste of time.,Negative
This is not helpful at all.,Negative
Could you provide more details?,Neutral
Could you provide more details?,Neutral
Just a quick question.,Neutral
Just a quick question.,Neutral
Can I ask you something?,Neutral
What's the time?,Neutral
Can I ask you something?,Neutral
I need a bit of help.,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
I need some assistance.,Neutral
I need a bit of help.,Neutral
I need a bit of help.,Neutral
Could you explain this?,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
I have a question.,Neutral
I have a question.,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Can you help me?,Neutral
I need some assistance.,Neutral
Can I ask you something?,Neutral
Could you explain this?,Neutral
Could you explain this?,Neutral
What's the time?,Neutral
Can I ask you something?,Neutral
Can you help me?,Neutral
What's the time?,Neutral
I need a bit of help.,Neutral
Just a quick question.,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
I need a bit of help.,Neutral
Can I ask you something?,Neutral
Can you help me?,Neutral
What's the time?,Neutral
Could you explain this?,Neutral
What's the time?,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
I need a bit of help.,Neutral
Could you explain this?,Neutral
I need some assistance.,Neutral
Can I ask you something?,Neutral
I need a bit of help.,Neutral
Can you help me?,Neutral
Just a quick question.,Neutral
I need some information.,Neutral
I have a question.,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
What's the time?,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
Can you help me?,Neutral
I need some assistance.,Neutral
Can you help me?,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
I need some assistance.,Neutral
Could you explain this?,Neutral
What's the time?,Neutral
I have a question.,Neutral
I need a bit of help.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
What's the time?,Neutral
What's the time?,Neutral
What's the time?,Neutral
I need some information.,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
I have a question.,Neutral
Can I ask you something?,Neutral
Just a quick question.,Neutral
What's the time?,Neutral
I have a question.,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
I need a bit of help.,Neutral
What's the time?,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
Could you provide more details?,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
Could you provide more details?,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
Just a quick question.,Neutral
Can you help me?,Neutral
Just a quick question.,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
Just a quick question.,Neutral
I need some assistance.,Neutral
I have a question.,Neutral
I have a question.,Neutral
Just a quick question.,Neutral
Could you provide more details?,Neutral
What's the time?,Neutral
I need some information.,Neutral
Can you help me?,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
Can you help me?,Neutral
Just a quick question.,Neutral
I need some assistance.,Neutral
What's the time?,Neutral
I need some information.,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
Could you explain this?,Neutral
What's the time?,Neutral
I have a question.,Neutral
What's the time?,Neutral
I need a bit of help.,Neutral
I need some assistance.,Neutral
I need a bit of help.,Neutral
I need a bit of help.,Neutral
Could you provide more details?,Neutral
What's the time?,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
What's the time?,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
I need a bit of help.,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
Could you explain this?,Neutral
Can you help me?,Neutral
Could you provide more details?,Neutral
I need a bit of help.,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
Could you provide more details?,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
I have a question.,Neutral
Can I ask you something?,Neutral
Can you help me?,Neutral
Just a quick question.,Neutral
I need a bit of help.,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
I have a question.,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
Could you provide more details?,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
What's the time?,Neutral
Can you help me?,Neutral
Can you help me?,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
I need some information.,Neutral
I have a question.,Neutral
I need a bit of help.,Neutral
What's the time?,Neutral
Could you explain this?,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
I need a bit of help.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
What's the time?,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
I need some assistance.,Neutral
I have a question.,Neutral
Can I ask you something?,Neutral
Can I ask you something?,Neutral
I have a question.,Neutral
I need some assistance.,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
I need a bit of help.,Neutral
I need some assistance.,Neutral
Can you help me?,Neutral
Could you explain this?,Neutral
Could you provide more details?,Neutral
I have a question.,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
I have a question.,Neutral
Just a quick question.,Neutral
Can you help me?,Neutral
Can you help me?,Neutral
I need some assistance.,Neutral
I have a question.,Neutral
What's the time?,Neutral
Just a quick question.,Neutral
I have a question.,Neutral
I need some information.,Neutral
I need a bit of help.,Neutral
I have a question.,Neutral
Just a quick question.,Neutral
I have a question.,Neutral
I have a question.,Neutral
I need some assistance.,Neutral
What's the time?,Neutral
Just a quick question.,Neutral
Can you help me?,Neutral
Could you provide more details?,Neutral
What's the time?,Neutral
What's the time?,Neutral
I need a bit of help.,Neutral
Could you provide more details?,Neutral
What's the time?,Neutral
I need some information.,Neutral
Can you help me?,Neutral
What's the time?,Neutral
Can you help me?,Neutral
I need some assistance.,Neutral
I have a question.,Neutral
Just a quick question.,Neutral
I need some assistance.,Neutral
Can you help me?,Neutral
What's the time?,Neutral
Could you provide more details?,Neutral
Can you help me?,Neutral
What's the time?,Neutral
Could you explain this?,Neutral
I need a bit of help.,Neutral
I need some information.,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
Can I ask you something?,Neutral
I need some assistance.,Neutral
I need a bit of help.,Neutral
Just a quick question.,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
I need a bit of help.,Neutral
I have a question.,Neutral
Just a quick question.,Neutral
Can you help me?,Neutral
I need a bit of help.,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
Can you help me?,Neutral
Can you help me?,Neutral
Can I ask you something?,Neutral
Could you explain this?,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
Can I ask you something?,Neutral
Can I ask you something?,Neutral
I need some information.,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
Just a quick question.,Neutral
What's the time?,Neutral
I need some information.,Neutral
What's the time?,Neutral
Could you provide more details?,Neutral
Just a quick question.,Neutral
Just a quick question.,Neutral
I need a bit of help.,Neutral
I need some assistance.,Neutral
Could you explain this?,Neutral
Just a quick question.,Neutral
I need a bit of help.,Neutral
Could you provide more details?,Neutral
Can I ask you something?,Neutral
I need a bit of help.,Neutral
Just a quick question.,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
I need some information.,Neutral
I need a bit of help.,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
Can I ask you something?,Neutral
I have a question.,Neutral
Could you explain this?,Neutral
I need some assistance.,Neutral
Can I ask you something?,Neutral
Could you explain this?,Neutral
Could you explain this?,Neutral
I need some information.,Neutral
I need some assistance.,Neutral
Could you explain this?,Neutral
I need some assistance.,Neutral
Could you provide more details?,Neutral
I need some assistance.,Neutral
